Date/Time,Lat,Lon,dayname,hour,time,cat_timeday,timeday
2014-06-01 07:49:00,40.7201,-74.0039,Sunday,7,07:49:00,Morning,Sunday Morning
2014-09-14 10:21:00,40.7643,-73.9733,Sunday,10,10:21:00,Morning,Sunday Morning
2014-06-12 18:30:00,40.7153,-74.0077,Thursday,18,18:30:00,Evening,Thursday Evening
2014-09-24 19:48:00,40.7422,-73.9953,Wednesday,19,19:48:00,Evening,Wednesday Evening
2014-08-13 12:17:00,40.7631,-73.9859,Wednesday,12,12:17:00,Afternoon,Wednesday Afternoon
2014-08-11 06:59:00,40.7285,-73.9787,Monday,6,06:59:00,Morning,Monday Morning
2014-05-29 18:13:00,40.7643,-73.9656,Thursday,18,18:13:00,Evening,Thursday Evening
2014-07-22 17:00:00,40.7408,-73.9918,Tuesday,17,17:00:00,Evening,Tuesday Evening
2014-09-15 20:27:00,40.7273,-74.0073,Monday,20,20:27:00,Evening,Monday Evening
2014-05-12 20:33:00,40.7616,-73.9709,Monday,20,20:33:00,Evening,Monday Evening
2014-06-03 11:06:00,40.7441,-73.9821,Tuesday,11,11:06:00,Morning,Tuesday Morning
2014-09-29 17:01:00,40.7418,-74.0038,Monday,17,17:01:00,Evening,Monday Evening
2014-07-11 09:09:00,40.7451,-73.9911,Friday,9,09:09:00,Morning,Friday Morning
2014-09-24 18:59:00,40.8023,-73.9643,Wednesday,18,18:59:00,Evening,Wednesday Evening
2014-04-21 21:30:00,40.7561,-73.9902,Monday,21,21:30:00,Night,Monday Night
2014-08-07 22:41:00,40.7234,-74.008,Thursday,22,22:41:00,Night,Thursday Night
2014-07-28 20:19:00,40.719,-73.9935,Monday,20,20:19:00,Evening,Monday Evening
2014-07-17 00:02:00,40.7421,-74.0041,Thursday,0,00:02:00,Night,Thursday Night
2014-08-07 21:08:00,40.7237,-73.8689,Thursday,21,21:08:00,Night,Thursday Night
2014-09-25 15:54:00,40.7583,-73.9718,Thursday,15,15:54:00,Afternoon,Thursday Afternoon
2014-05-05 14:05:00,40.7902,-73.967,Monday,14,14:05:00,Afternoon,Monday Afternoon
2014-07-22 08:31:00,40.7992,-73.9703,Tuesday,8,08:31:00,Morning,Tuesday Morning
2014-06-07 00:30:00,40.8028,-73.9456,Saturday,0,00:30:00,Night,Saturday Night
2014-06-28 19:03:00,40.6874,-73.9677,Saturday,19,19:03:00,Evening,Saturday Evening
2014-05-06 13:33:00,40.7241,-74.0032,Tuesday,13,13:33:00,Afternoon,Tuesday Afternoon
2014-06-14 15:36:00,40.7223,-73.9932,Saturday,15,15:36:00,Afternoon,Saturday Afternoon
2014-09-17 11:58:00,40.7504,-73.9947,Wednesday,11,11:58:00,Morning,Wednesday Morning
2014-05-17 09:11:00,40.7752,-73.9635,Saturday,9,09:11:00,Morning,Saturday Morning
2014-09-28 17:22:00,40.7426,-74.007,Sunday,17,17:22:00,Evening,Sunday Evening
2014-08-28 23:11:00,40.7417,-73.9958,Thursday,23,23:11:00,Night,Thursday Night
2014-09-03 21:16:00,40.719,-73.9901,Wednesday,21,21:16:00,Night,Wednesday Night
2014-06-13 15:40:00,40.736,-74.0043,Friday,15,15:40:00,Afternoon,Friday Afternoon
2014-08-12 08:15:00,40.7309,-74.0052,Tuesday,8,08:15:00,Morning,Tuesday Morning
2014-04-03 21:23:00,40.72,-73.988,Thursday,21,21:23:00,Night,Thursday Night
2014-08-22 14:00:00,40.7496,-74.0029,Friday,14,14:00:00,Afternoon,Friday Afternoon
2014-05-07 05:17:00,40.7828,-73.9732,Wednesday,5,05:17:00,Morning,Wednesday Morning
2014-05-29 18:22:00,40.6901,-74.1787,Thursday,18,18:22:00,Evening,Thursday Evening
2014-08-20 19:14:00,40.7398,-74.0061,Wednesday,19,19:14:00,Evening,Wednesday Evening
2014-09-20 04:48:00,40.7212,-74.0051,Saturday,4,04:48:00,Night,Saturday Night
2014-08-12 17:06:00,40.7587,-73.9723,Tuesday,17,17:06:00,Evening,Tuesday Evening
2014-09-13 08:50:00,40.6698,-73.9892,Saturday,8,08:50:00,Morning,Saturday Morning
2014-05-15 08:07:00,40.6716,-73.9842,Thursday,8,08:07:00,Morning,Thursday Morning
2014-08-29 13:59:00,40.6134,-73.9928,Friday,13,13:59:00,Afternoon,Friday Afternoon
2014-05-15 23:49:00,40.7261,-73.9918,Thursday,23,23:49:00,Night,Thursday Night
2014-09-09 11:22:00,40.7341,-73.9925,Tuesday,11,11:22:00,Morning,Tuesday Morning
2014-04-24 12:27:00,40.809,-73.952,Thursday,12,12:27:00,Afternoon,Thursday Afternoon
2014-09-08 22:34:00,40.7714,-73.9501,Monday,22,22:34:00,Night,Monday Night
2014-07-28 09:59:00,40.7648,-73.9786,Monday,9,09:59:00,Morning,Monday Morning
2014-08-15 22:44:00,40.7307,-73.9801,Friday,22,22:44:00,Night,Friday Night
2014-06-28 15:06:00,40.7152,-74.0159,Saturday,15,15:06:00,Afternoon,Saturday Afternoon
2014-04-02 07:40:00,40.7382,-73.9946,Wednesday,7,07:40:00,Morning,Wednesday Morning
2014-06-26 10:55:00,40.7607,-73.9991,Thursday,10,10:55:00,Morning,Thursday Morning
2014-09-10 16:57:00,40.7519,-74.0051,Wednesday,16,16:57:00,Afternoon,Wednesday Afternoon
2014-09-24 23:17:00,40.7551,-73.981,Wednesday,23,23:17:00,Night,Wednesday Night
2014-05-02 17:01:00,40.7066,-74.0058,Friday,17,17:01:00,Evening,Friday Evening
2014-07-19 21:52:00,40.7189,-73.9862,Saturday,21,21:52:00,Night,Saturday Night
2014-06-27 02:49:00,40.6946,-73.9935,Friday,2,02:49:00,Night,Friday Night
2014-06-12 18:19:00,40.7647,-73.9662,Thursday,18,18:19:00,Evening,Thursday Evening
2014-05-03 23:24:00,40.7639,-73.9764,Saturday,23,23:24:00,Night,Saturday Night
2014-07-01 17:53:00,40.7563,-73.9707,Tuesday,17,17:53:00,Evening,Tuesday Evening
2014-04-01 19:02:00,40.7692,-73.9609,Tuesday,19,19:02:00,Evening,Tuesday Evening
2014-06-28 16:59:00,40.758,-73.928,Saturday,16,16:59:00,Afternoon,Saturday Afternoon
2014-05-19 17:54:00,40.7605,-73.9717,Monday,17,17:54:00,Evening,Monday Evening
2014-06-20 13:44:00,40.7883,-73.9527,Friday,13,13:44:00,Afternoon,Friday Afternoon
2014-08-22 14:19:00,40.7097,-74.0149,Friday,14,14:19:00,Afternoon,Friday Afternoon
2014-05-24 15:45:00,40.7659,-73.971,Saturday,15,15:45:00,Afternoon,Saturday Afternoon
2014-07-28 15:37:00,40.6486,-73.7826,Monday,15,15:37:00,Afternoon,Monday Afternoon
2014-09-02 05:01:00,40.7277,-74.0433,Tuesday,5,05:01:00,Morning,Tuesday Morning
2014-06-16 16:57:00,40.7518,-73.9937,Monday,16,16:57:00,Afternoon,Monday Afternoon
2014-09-24 19:56:00,40.7474,-73.9743,Wednesday,19,19:56:00,Evening,Wednesday Evening
2014-09-18 06:43:00,40.7617,-74.0742,Thursday,6,06:43:00,Morning,Thursday Morning
2014-04-29 21:00:00,40.7568,-73.9749,Tuesday,21,21:00:00,Night,Tuesday Night
2014-06-16 04:16:00,40.7277,-73.9913,Monday,4,04:16:00,Night,Monday Night
2014-04-05 22:44:00,40.758,-73.9918,Saturday,22,22:44:00,Night,Saturday Night
2014-09-09 09:40:00,40.7545,-73.9831,Tuesday,9,09:40:00,Morning,Tuesday Morning
2014-08-03 13:22:00,40.7726,-73.9585,Sunday,13,13:22:00,Afternoon,Sunday Afternoon
2014-09-30 18:54:00,40.7156,-74.0079,Tuesday,18,18:54:00,Evening,Tuesday Evening
2014-08-06 12:12:00,40.7613,-73.9738,Wednesday,12,12:12:00,Afternoon,Wednesday Afternoon
2014-07-21 10:07:00,40.7698,-73.9861,Monday,10,10:07:00,Morning,Monday Morning
2014-09-05 20:48:00,40.7702,-73.8648,Friday,20,20:48:00,Evening,Friday Evening
2014-08-27 18:29:00,40.7403,-74.0022,Wednesday,18,18:29:00,Evening,Wednesday Evening
2014-06-18 16:40:00,40.8731,-73.8774,Wednesday,16,16:40:00,Afternoon,Wednesday Afternoon
2014-09-15 09:25:00,40.7321,-74.0022,Monday,9,09:25:00,Morning,Monday Morning
2014-09-15 08:56:00,40.7914,-73.9793,Monday,8,08:56:00,Morning,Monday Morning
2014-07-21 12:12:00,40.7603,-73.9989,Monday,12,12:12:00,Afternoon,Monday Afternoon
2014-04-25 17:47:00,40.7363,-73.9988,Friday,17,17:47:00,Evening,Friday Evening
2014-04-03 15:59:00,40.7219,-73.9997,Thursday,15,15:59:00,Afternoon,Thursday Afternoon
2014-04-07 14:19:00,40.7654,-73.9602,Monday,14,14:19:00,Afternoon,Monday Afternoon
2014-07-10 13:31:00,40.7199,-73.9992,Thursday,13,13:31:00,Afternoon,Thursday Afternoon
2014-06-11 10:07:00,40.6809,-73.9188,Wednesday,10,10:07:00,Morning,Wednesday Morning
2014-09-15 17:10:00,40.7569,-74.0014,Monday,17,17:10:00,Evening,Monday Evening
2014-08-13 14:00:00,40.7522,-73.9864,Wednesday,14,14:00:00,Afternoon,Wednesday Afternoon
2014-07-25 20:18:00,40.8297,-73.899,Friday,20,20:18:00,Evening,Friday Evening
2014-04-02 04:50:00,40.6313,-73.935,Wednesday,4,04:50:00,Night,Wednesday Night
2014-08-10 11:41:00,40.7645,-73.9688,Sunday,11,11:41:00,Morning,Sunday Morning
2014-07-14 07:25:00,40.7401,-73.9947,Monday,7,07:25:00,Morning,Monday Morning
2014-05-23 07:18:00,40.7132,-73.9927,Friday,7,07:18:00,Morning,Friday Morning
2014-05-27 11:43:00,40.695,-74.1772,Tuesday,11,11:43:00,Morning,Tuesday Morning
2014-05-07 21:12:00,40.7325,-74.0004,Wednesday,21,21:12:00,Night,Wednesday Night
2014-06-03 13:44:00,40.6334,-74.0135,Tuesday,13,13:44:00,Afternoon,Tuesday Afternoon
2014-04-25 16:45:00,40.7211,-74.0016,Friday,16,16:45:00,Afternoon,Friday Afternoon
2014-09-30 07:34:00,40.7741,-73.8732,Tuesday,7,07:34:00,Morning,Tuesday Morning
2014-07-09 08:33:00,40.8348,-73.9476,Wednesday,8,08:33:00,Morning,Wednesday Morning
2014-09-23 21:42:00,40.7306,-74.0016,Tuesday,21,21:42:00,Night,Tuesday Night
2014-05-12 07:56:00,40.7747,-73.9482,Monday,7,07:56:00,Morning,Monday Morning
2014-07-05 23:38:00,40.7344,-74.0029,Saturday,23,23:38:00,Night,Saturday Night
2014-09-16 22:52:00,40.6886,-73.956,Tuesday,22,22:52:00,Night,Tuesday Night
2014-08-02 22:26:00,40.7644,-73.9811,Saturday,22,22:26:00,Night,Saturday Night
2014-05-02 04:08:00,40.7193,-73.999,Friday,4,04:08:00,Night,Friday Night
2014-04-04 18:11:00,40.741,-73.9979,Friday,18,18:11:00,Evening,Friday Evening
2014-08-08 03:35:00,40.7496,-73.9854,Friday,3,03:35:00,Night,Friday Night
2014-04-19 13:55:00,40.7706,-73.9565,Saturday,13,13:55:00,Afternoon,Saturday Afternoon
2014-04-16 06:56:00,40.7198,-74.0015,Wednesday,6,06:56:00,Morning,Wednesday Morning
2014-05-17 16:38:00,40.7492,-74.0058,Saturday,16,16:38:00,Afternoon,Saturday Afternoon
2014-05-15 11:37:00,40.7188,-73.9872,Thursday,11,11:37:00,Morning,Thursday Morning
2014-04-30 18:36:00,40.7112,-73.9676,Wednesday,18,18:36:00,Evening,Wednesday Evening
2014-06-04 06:21:00,40.686,-73.9941,Wednesday,6,06:21:00,Morning,Wednesday Morning
2014-09-12 22:31:00,40.7199,-74.0068,Friday,22,22:31:00,Night,Friday Night
2014-08-07 08:33:00,40.7171,-73.8443,Thursday,8,08:33:00,Morning,Thursday Morning
2014-08-20 16:03:00,40.6447,-73.7825,Wednesday,16,16:03:00,Afternoon,Wednesday Afternoon
2014-09-02 22:42:00,40.721,-73.9569,Tuesday,22,22:42:00,Night,Tuesday Night
2014-05-17 14:22:00,40.6971,-73.9917,Saturday,14,14:22:00,Afternoon,Saturday Afternoon
2014-08-01 13:07:00,40.7214,-73.9584,Friday,13,13:07:00,Afternoon,Friday Afternoon
2014-07-19 16:43:00,40.7986,-73.9532,Saturday,16,16:43:00,Afternoon,Saturday Afternoon
2014-05-21 08:27:00,40.7566,-73.9925,Wednesday,8,08:27:00,Morning,Wednesday Morning
2014-08-21 09:11:00,40.7689,-73.9067,Thursday,9,09:11:00,Morning,Thursday Morning
2014-09-18 08:44:00,40.7547,-73.9995,Thursday,8,08:44:00,Morning,Thursday Morning
2014-08-05 21:07:00,40.7187,-74.009,Tuesday,21,21:07:00,Night,Tuesday Night
2014-09-24 11:34:00,40.725,-73.9942,Wednesday,11,11:34:00,Morning,Wednesday Morning
2014-07-08 15:49:00,40.768,-73.9566,Tuesday,15,15:49:00,Afternoon,Tuesday Afternoon
2014-09-25 02:55:00,40.7822,-73.9487,Thursday,2,02:55:00,Night,Thursday Night
2014-09-14 08:49:00,40.7187,-73.9956,Sunday,8,08:49:00,Morning,Sunday Morning
2014-08-23 12:38:00,40.7611,-73.9696,Saturday,12,12:38:00,Afternoon,Saturday Afternoon
2014-09-19 15:47:00,40.7289,-73.9473,Friday,15,15:47:00,Afternoon,Friday Afternoon
2014-09-20 21:21:00,40.7579,-73.9593,Saturday,21,21:21:00,Night,Saturday Night
2014-09-03 17:37:00,40.7798,-73.9461,Wednesday,17,17:37:00,Evening,Wednesday Evening
2014-09-13 20:45:00,40.7403,-73.9233,Saturday,20,20:45:00,Evening,Saturday Evening
2014-09-09 06:48:00,40.7228,-74.008,Tuesday,6,06:48:00,Morning,Tuesday Morning
2014-07-07 08:27:00,40.7661,-73.9783,Monday,8,08:27:00,Morning,Monday Morning
2014-06-10 08:55:00,40.753,-73.9893,Tuesday,8,08:55:00,Morning,Tuesday Morning
2014-08-02 15:02:00,40.6729,-73.9633,Saturday,15,15:02:00,Afternoon,Saturday Afternoon
2014-06-04 19:13:00,40.7537,-73.9743,Wednesday,19,19:13:00,Evening,Wednesday Evening
2014-09-21 01:21:00,40.7612,-73.9835,Sunday,1,01:21:00,Night,Sunday Night
2014-06-10 07:14:00,40.7736,-73.955,Tuesday,7,07:14:00,Morning,Tuesday Morning
2014-07-16 20:58:00,40.7109,-74.0092,Wednesday,20,20:58:00,Evening,Wednesday Evening
2014-08-24 13:29:00,40.695,-74.1778,Sunday,13,13:29:00,Afternoon,Sunday Afternoon
2014-05-08 16:18:00,40.7105,-73.9879,Thursday,16,16:18:00,Afternoon,Thursday Afternoon
2014-06-05 19:37:00,40.7427,-73.9732,Thursday,19,19:37:00,Evening,Thursday Evening
2014-06-25 13:40:00,40.7856,-73.9781,Wednesday,13,13:40:00,Afternoon,Wednesday Afternoon
2014-09-06 20:33:00,40.6819,-73.9768,Saturday,20,20:33:00,Evening,Saturday Evening
2014-07-10 21:35:00,40.7224,-73.9935,Thursday,21,21:35:00,Night,Thursday Night
2014-06-03 16:45:00,40.7431,-74.0025,Tuesday,16,16:45:00,Afternoon,Tuesday Afternoon
2014-09-17 17:56:00,40.7667,-73.9786,Wednesday,17,17:56:00,Evening,Wednesday Evening
2014-09-19 20:33:00,40.7485,-74.006,Friday,20,20:33:00,Evening,Friday Evening
2014-06-21 01:06:00,40.6778,-73.9519,Saturday,1,01:06:00,Night,Saturday Night
2014-09-07 00:22:00,40.7653,-73.9614,Sunday,0,00:22:00,Night,Sunday Night
2014-04-26 20:57:00,40.7601,-73.975,Saturday,20,20:57:00,Evening,Saturday Evening
2014-04-04 06:12:00,40.738,-74.0065,Friday,6,06:12:00,Morning,Friday Morning
2014-04-27 00:21:00,40.7232,-73.9975,Sunday,0,00:21:00,Night,Sunday Night
2014-08-23 11:54:00,40.6933,-73.9995,Saturday,11,11:54:00,Morning,Saturday Morning
2014-09-27 18:45:00,40.7754,-73.9637,Saturday,18,18:45:00,Evening,Saturday Evening
2014-08-15 21:07:00,40.8257,-73.9465,Friday,21,21:07:00,Night,Friday Night
2014-05-31 10:24:00,40.7741,-73.8723,Saturday,10,10:24:00,Morning,Saturday Morning
2014-06-26 22:49:00,40.7495,-73.983,Thursday,22,22:49:00,Night,Thursday Night
2014-07-21 19:06:00,40.6418,-73.7885,Monday,19,19:06:00,Evening,Monday Evening
2014-05-15 09:00:00,40.7418,-74.0074,Thursday,9,09:00:00,Morning,Thursday Morning
2014-04-26 18:46:00,40.7199,-74.0075,Saturday,18,18:46:00,Evening,Saturday Evening
2014-07-08 21:45:00,40.733,-73.9868,Tuesday,21,21:45:00,Night,Tuesday Night
2014-08-15 18:28:00,41.0689,-73.704,Friday,18,18:28:00,Evening,Friday Evening
2014-07-11 16:08:00,40.774,-73.9609,Friday,16,16:08:00,Afternoon,Friday Afternoon
2014-09-07 09:06:00,40.7187,-73.9956,Sunday,9,09:06:00,Morning,Sunday Morning
2014-04-30 12:27:00,40.7448,-73.9851,Wednesday,12,12:27:00,Afternoon,Wednesday Afternoon
2014-06-17 17:18:00,40.7657,-73.9553,Tuesday,17,17:18:00,Evening,Tuesday Evening
2014-06-24 15:50:00,40.7538,-73.9772,Tuesday,15,15:50:00,Afternoon,Tuesday Afternoon
2014-09-21 19:39:00,40.7254,-73.9764,Sunday,19,19:39:00,Evening,Sunday Evening
2014-06-14 18:38:00,40.7044,-73.9281,Saturday,18,18:38:00,Evening,Saturday Evening
2014-08-10 09:39:00,40.753,-73.9966,Sunday,9,09:39:00,Morning,Sunday Morning
2014-07-24 08:33:00,40.6796,-73.9817,Thursday,8,08:33:00,Morning,Thursday Morning
2014-09-29 07:55:00,40.7389,-74.0082,Monday,7,07:55:00,Morning,Monday Morning
2014-09-15 22:38:00,40.6274,-73.9132,Monday,22,22:38:00,Night,Monday Night
2014-05-07 13:59:00,40.7513,-73.9944,Wednesday,13,13:59:00,Afternoon,Wednesday Afternoon
2014-04-26 21:20:00,40.8926,-73.8389,Saturday,21,21:20:00,Night,Saturday Night
2014-09-29 08:22:00,40.7583,-73.9923,Monday,8,08:22:00,Morning,Monday Morning
2014-06-05 01:30:00,40.7226,-73.9897,Thursday,1,01:30:00,Night,Thursday Night
2014-09-03 20:26:00,40.6469,-73.7897,Wednesday,20,20:26:00,Evening,Wednesday Evening
2014-06-05 20:07:00,40.72,-73.9581,Thursday,20,20:07:00,Evening,Thursday Evening
2014-09-07 00:01:00,40.7206,-73.9899,Sunday,0,00:01:00,Night,Sunday Night
2014-04-10 04:53:00,40.785,-73.977,Thursday,4,04:53:00,Night,Thursday Night
2014-04-29 06:10:00,40.6878,-73.9737,Tuesday,6,06:10:00,Morning,Tuesday Morning
2014-09-25 12:56:00,40.7201,-74.0087,Thursday,12,12:56:00,Afternoon,Thursday Afternoon
2014-06-23 15:33:00,40.7697,-73.9507,Monday,15,15:33:00,Afternoon,Monday Afternoon
2014-09-09 16:40:00,40.7613,-73.9748,Tuesday,16,16:40:00,Afternoon,Tuesday Afternoon
2014-04-16 19:45:00,40.7461,-73.9927,Wednesday,19,19:45:00,Evening,Wednesday Evening
2014-09-11 21:55:00,40.7396,-73.9952,Thursday,21,21:55:00,Night,Thursday Night
2014-09-06 20:07:00,40.7224,-73.9862,Saturday,20,20:07:00,Evening,Saturday Evening
2014-09-21 12:39:00,40.7123,-74.0076,Sunday,12,12:39:00,Afternoon,Sunday Afternoon
2014-04-03 17:29:00,40.6971,-73.9355,Thursday,17,17:29:00,Evening,Thursday Evening
2014-08-17 16:35:00,40.8022,-73.9422,Sunday,16,16:35:00,Afternoon,Sunday Afternoon
2014-09-24 09:53:00,40.7573,-73.9702,Wednesday,9,09:53:00,Morning,Wednesday Morning
2014-09-18 19:27:00,40.7087,-74.0103,Thursday,19,19:27:00,Evening,Thursday Evening
2014-07-16 15:11:00,40.6217,-73.9647,Wednesday,15,15:11:00,Afternoon,Wednesday Afternoon
2014-08-06 13:49:00,40.7558,-73.9689,Wednesday,13,13:49:00,Afternoon,Wednesday Afternoon
2014-08-03 13:02:00,40.7427,-73.8259,Sunday,13,13:02:00,Afternoon,Sunday Afternoon
2014-09-28 13:46:00,40.7732,-73.8855,Sunday,13,13:46:00,Afternoon,Sunday Afternoon
2014-09-13 15:50:00,40.7619,-73.9774,Saturday,15,15:50:00,Afternoon,Saturday Afternoon
2014-07-15 13:28:00,40.774,-73.8724,Tuesday,13,13:28:00,Afternoon,Tuesday Afternoon
2014-07-23 18:08:00,40.7352,-73.9976,Wednesday,18,18:08:00,Evening,Wednesday Evening
2014-07-11 22:47:00,40.774,-73.9585,Friday,22,22:47:00,Night,Friday Night
2014-05-06 06:21:00,40.722,-73.8889,Tuesday,6,06:21:00,Morning,Tuesday Morning
2014-09-05 07:25:00,40.7402,-73.9863,Friday,7,07:25:00,Morning,Friday Morning
2014-05-18 19:56:00,40.7247,-73.9944,Sunday,19,19:56:00,Evening,Sunday Evening
2014-06-13 07:18:00,40.7819,-73.9792,Friday,7,07:18:00,Morning,Friday Morning
2014-08-25 07:25:00,40.6189,-74.0259,Monday,7,07:25:00,Morning,Monday Morning
2014-07-14 20:22:00,40.7593,-73.9725,Monday,20,20:22:00,Evening,Monday Evening
2014-05-20 20:21:00,40.6418,-73.7887,Tuesday,20,20:21:00,Evening,Tuesday Evening
2014-07-14 10:36:00,40.7886,-73.9408,Monday,10,10:36:00,Morning,Monday Morning
2014-07-30 17:35:00,40.7679,-73.9681,Wednesday,17,17:35:00,Evening,Wednesday Evening
2014-08-21 16:48:00,40.7629,-73.9811,Thursday,16,16:48:00,Afternoon,Thursday Afternoon
2014-09-08 09:05:00,40.7578,-73.9894,Monday,9,09:05:00,Morning,Monday Morning
2014-08-16 20:53:00,40.7042,-74.0093,Saturday,20,20:53:00,Evening,Saturday Evening
2014-06-18 10:03:00,40.7357,-74.0024,Wednesday,10,10:03:00,Morning,Wednesday Morning
2014-05-10 18:35:00,40.767,-73.9532,Saturday,18,18:35:00,Evening,Saturday Evening
2014-08-22 16:36:00,40.805,-73.955,Friday,16,16:36:00,Afternoon,Friday Afternoon
2014-04-16 19:44:00,40.7617,-73.9781,Wednesday,19,19:44:00,Evening,Wednesday Evening
2014-04-30 20:04:00,40.7591,-73.9726,Wednesday,20,20:04:00,Evening,Wednesday Evening
2014-07-02 18:13:00,40.7493,-73.9927,Wednesday,18,18:13:00,Evening,Wednesday Evening
2014-05-02 21:08:00,40.7382,-74.0056,Friday,21,21:08:00,Night,Friday Night
2014-05-19 10:16:00,40.7677,-73.9579,Monday,10,10:16:00,Morning,Monday Morning
2014-08-10 22:41:00,40.7206,-73.9871,Sunday,22,22:41:00,Night,Sunday Night
2014-07-21 17:15:00,40.741,-73.992,Monday,17,17:15:00,Evening,Monday Evening
2014-06-13 14:58:00,40.7333,-74.0047,Friday,14,14:58:00,Afternoon,Friday Afternoon
2014-07-16 21:48:00,40.7523,-73.9855,Wednesday,21,21:48:00,Night,Wednesday Night
2014-09-08 17:33:00,40.7527,-74.0062,Monday,17,17:33:00,Evening,Monday Evening
2014-05-05 18:32:00,40.759,-73.9942,Monday,18,18:32:00,Evening,Monday Evening
2014-07-31 18:14:00,40.7166,-73.9572,Thursday,18,18:14:00,Evening,Thursday Evening
2014-07-29 10:29:00,40.7705,-73.8653,Tuesday,10,10:29:00,Morning,Tuesday Morning
2014-08-04 08:19:00,40.728,-73.9808,Monday,8,08:19:00,Morning,Monday Morning
2014-07-29 09:36:00,40.7653,-73.9617,Tuesday,9,09:36:00,Morning,Tuesday Morning
2014-09-13 18:20:00,40.7207,-74.0008,Saturday,18,18:20:00,Evening,Saturday Evening
2014-09-16 21:22:00,40.8464,-73.9383,Tuesday,21,21:22:00,Night,Tuesday Night
2014-09-30 12:05:00,40.7199,-73.8568,Tuesday,12,12:05:00,Afternoon,Tuesday Afternoon
2014-08-28 14:16:00,40.7632,-73.9784,Thursday,14,14:16:00,Afternoon,Thursday Afternoon
2014-04-01 10:19:00,40.6834,-73.9664,Tuesday,10,10:19:00,Morning,Tuesday Morning
2014-07-21 07:39:00,40.7056,-74.0079,Monday,7,07:39:00,Morning,Monday Morning
2014-08-03 19:25:00,40.7642,-73.9767,Sunday,19,19:25:00,Evening,Sunday Evening
2014-07-16 08:30:00,40.7297,-73.981,Wednesday,8,08:30:00,Morning,Wednesday Morning
2014-04-25 21:41:00,40.756,-73.9848,Friday,21,21:41:00,Night,Friday Night
2014-08-15 15:21:00,40.6465,-73.7893,Friday,15,15:21:00,Afternoon,Friday Afternoon
2014-07-18 17:52:00,40.7025,-73.9936,Friday,17,17:52:00,Evening,Friday Evening
2014-05-23 22:07:00,40.7217,-73.989,Friday,22,22:07:00,Night,Friday Night
2014-09-03 13:14:00,40.8168,-73.8482,Wednesday,13,13:14:00,Afternoon,Wednesday Afternoon
2014-09-21 05:28:00,40.6937,-73.9642,Sunday,5,05:28:00,Morning,Sunday Morning
2014-04-12 18:59:00,40.6719,-73.9591,Saturday,18,18:59:00,Evening,Saturday Evening
2014-09-06 14:47:00,40.753,-73.9786,Saturday,14,14:47:00,Afternoon,Saturday Afternoon
2014-08-05 15:45:00,40.7757,-73.9838,Tuesday,15,15:45:00,Afternoon,Tuesday Afternoon
2014-05-21 17:18:00,40.7513,-73.994,Wednesday,17,17:18:00,Evening,Wednesday Evening
2014-05-13 17:44:00,40.7536,-73.9775,Tuesday,17,17:44:00,Evening,Tuesday Evening
2014-04-22 08:43:00,40.7309,-74.0081,Tuesday,8,08:43:00,Morning,Tuesday Morning
2014-07-09 21:16:00,40.7595,-73.995,Wednesday,21,21:16:00,Night,Wednesday Night
2014-08-08 06:26:00,40.7326,-74.0002,Friday,6,06:26:00,Morning,Friday Morning
2014-05-05 22:16:00,40.7622,-73.9722,Monday,22,22:16:00,Night,Monday Night
2014-06-05 21:21:00,40.7229,-74.0048,Thursday,21,21:21:00,Night,Thursday Night
2014-09-02 15:48:00,40.7592,-73.9808,Tuesday,15,15:48:00,Afternoon,Tuesday Afternoon
2014-08-27 15:19:00,40.7431,-74.0076,Wednesday,15,15:19:00,Afternoon,Wednesday Afternoon
2014-08-14 23:06:00,40.775,-73.9805,Thursday,23,23:06:00,Night,Thursday Night
2014-06-13 12:21:00,40.7395,-73.9998,Friday,12,12:21:00,Afternoon,Friday Afternoon
2014-07-15 19:19:00,40.7408,-73.9897,Tuesday,19,19:19:00,Evening,Tuesday Evening
2014-08-12 18:44:00,40.766,-73.9794,Tuesday,18,18:44:00,Evening,Tuesday Evening
2014-09-19 07:20:00,40.7345,-74.0441,Friday,7,07:20:00,Morning,Friday Morning
2014-08-17 14:51:00,40.7378,-74.0047,Sunday,14,14:51:00,Afternoon,Sunday Afternoon
2014-09-09 06:59:00,40.7609,-73.958,Tuesday,6,06:59:00,Morning,Tuesday Morning
2014-04-08 21:40:00,40.7133,-73.9582,Tuesday,21,21:40:00,Night,Tuesday Night
2014-09-01 15:07:00,40.7638,-73.9711,Monday,15,15:07:00,Afternoon,Monday Afternoon
2014-05-16 23:57:00,40.7405,-74.0066,Friday,23,23:57:00,Night,Friday Night
2014-07-06 16:30:00,40.6793,-73.9675,Sunday,16,16:30:00,Afternoon,Sunday Afternoon
2014-05-07 13:33:00,40.7973,-73.9606,Wednesday,13,13:33:00,Afternoon,Wednesday Afternoon
2014-09-09 17:46:00,40.7248,-73.994,Tuesday,17,17:46:00,Evening,Tuesday Evening
2014-07-03 15:11:00,40.7616,-73.9727,Thursday,15,15:11:00,Afternoon,Thursday Afternoon
2014-07-21 16:09:00,40.709,-74.0073,Monday,16,16:09:00,Afternoon,Monday Afternoon
2014-08-27 20:35:00,40.7301,-74.007,Wednesday,20,20:35:00,Evening,Wednesday Evening
2014-09-10 09:37:00,40.7483,-73.9727,Wednesday,9,09:37:00,Morning,Wednesday Morning
